,Issue No,Issue Date,Gazette Number,Category,Department,URL,Deleted,Archived URL,Archived Date
4233,111,2019-03-07,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - NOTIFICATIONS UNDER THE TAMIL NADU GOODS AND SERVICES TAX ACT, 2017",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/111_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134421/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/111_Ex_II_2.pdf,2019-07-28 13:44:21
4234,110,2019-03-07,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/110_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134416/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/110_Ex_II_2.pdf,2019-07-28 13:44:16
4235,109,2019-03-07,Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc.","THE ADDITIONAL CHIEF SECRETARY / COMMISSIONER OF COMMERCIAL TAXES, EZHILAGAM, CHEPAUK, CHENNAI-600 005 - NOTIFICATION BY COMMISSIONER OF STATE TAX, UNDER TAMIL NADU GOODS AND SERVICES TAX ACT, 2017 AND TAMIL NADU GOODS AND SERVICES TAX RULES, 2017",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/109_Ex_VI_1.pdf,True,https://web.archive.org/web/20190728193235/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/109_Ex_VI_1.pdf,2019-07-28 19:32:35
4236,108,2019-03-07,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,HIGHWAYS AND MINOR PORTS DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/108_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134411/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/108_Ex_II_2.pdf,2019-07-28 13:44:11
4237,107,2019-03-07,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU/MANJU VIRATTU ERUDHU VIDUM VIZHA UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/107_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134406/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/107_Ex_II_2.pdf,2019-07-28 13:44:06
4238,106,2019-03-07,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,INDUSTRIES DEPARTMENT - AMENDMENT TO NOTIFICATION,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/106_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134401/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/106_Ex_II_2.pdf,2019-07-28 13:44:01
4239,105,2019-03-07,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,HOUSING AND URBAN DEVELOPMENT DEPARTMENT - APPROVED THE DRAFT MODIFIED MASTER PLAN FOR KODAIKANAL LOCAL PLANNING AREA UNDER THE TAMIL NADU TOWN AND COUNTRY PLANNING ACT,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/105_Ex_II_2.pdf,True,https://web.archive.org/web/20190728193040/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/105_Ex_II_2.pdf,2019-07-28 19:30:40
4240,104,2019-03-07,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,ENVIRONMENT AND FORESTS DEPARTMENT - ESTABLISHMENT OF STATE COMPENSATORY AFFORESTATION FUND TAMIL NADU UNDER INTEREST BEARING SECTION OF PUBLIC ACCOUNT OF THE STATE OF TAMIL NADU UNDER THE COMPENSATORY AFFORESTATION FUND ACT,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/104_Ex_II_2.pdf,True,https://web.archive.org/web/20190728192659/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/104_Ex_II_2.pdf,2019-07-28 19:26:59
4241,103,2019-03-06,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - NOTIFICATIONS UNDER THE TAMIL NADU DISTRICT MUNICIPALITIES ACT - CLASSIFIED OF THE KRISHNAGIRI FIRST GRADE MUNICIPALITY INTO SPECIAL GRADE MUNICIPALITY UNDER THE ACT,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/103_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134252/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/103_Ex_II_2.pdf,2019-07-28 13:42:52
4242,102,2019-03-05,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"LABOUR AND EMPLOYMENT DEPARTMENT - REVISION OF MINIMUM RATES OF WAGES FOR THE EMPLOYMENT IN SHOPS AND COMMERCIAL ESTABLISHMENTS, UNDER THE MINIMUM WAGES ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/102_Ex_II_2.pdf,True,https://web.archive.org/web/20190820085056/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/102_Ex_II_2.pdf,2019-08-20 08:50:56
4243,101,2019-03-04,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/101_Ex_II_2.pdf,True,https://web.archive.org/web/20191113070322/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/101_Ex_II_2.pdf,2019-11-13 07:03:22
4244,100,2019-03-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT-Places and dates for conducting Jallikattu / Vadamadu as certain districts under clause (dd) of section 2 of the Prevention of CruelTY to Animals ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/100_Ex_II_2.pdf,True,https://web.archive.org/web/20190728192243/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/100_Ex_II_2.pdf,2019-07-28 19:22:43
4245,99,2019-03-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,COMMERCIAL TAXES AND REGISTRATION DEPARTMENT- Reduction of stamp duty and registration fees in respect of instruments evidencing transfer of property regarding amalgamation or reconstruction of companies under the indian stamp act,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/99_Ex_II_2.pdf,True,https://web.archive.org/web/20191113101335/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/99_Ex_II_2.pdf,2019-11-13 10:13:35
4246,98,2019-03-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT-Place and dates for conducting Jallikattu / ErUdhu Vidum Vizha under clause (dd) of section 2 of the Prevention of CruelTY to Animals ACT, 1960 (central act 59 of 1960)",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/98_Ex_II_2.pdf,True,https://web.archive.org/web/20190728135235/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/98_Ex_II_2.pdf,2019-07-28 13:52:35
4247,97,2019-03-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT-Notifications under the municipal Administration and water supply department delegation of powers to the commissioner of municipal corporation for delimitation of wards and reservations,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/97_Ex_II_2.pdf,True,https://web.archive.org/web/20191113101328/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/97_Ex_II_2.pdf,2019-11-13 10:13:28
4248,96,2019-02-28,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"RURAL DEVELOPMENT AND PANCHAYAT RAJ DEPARTMENT-Date of coming into force of the Tamil Nadu Panchayats (Second Amendment) Act, 2019 (Tamil Nadu ACt 13 of 2019",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/96_Ex_II_2.pdf,True,https://web.archive.org/web/20191113101322/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/96_Ex_II_2.pdf,2019-11-13 10:13:22
4249,95,2019-02-28,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,RURAL DEVELOPMENT AND PANCHAYAT RAJ DEPARTMENT-Guidelines for availing 14th Finance Commission Performance Grant by Village Panchayats from the year 2017-18 to 2019-20,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/95_Ex_II_2.pdf,True,https://web.archive.org/web/20191113101318/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/95_Ex_II_2.pdf,2019-11-13 10:13:18
4250,94,2019-02-28,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,PUBLIC DEPARTMENT-(Law and Order-F) appointment of commission of inquiry to inquire into causes and circumstances leading to the law and order disturbances which look place,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/94_Ex_II_2.pdf,True,https://web.archive.org/web/20191113101308/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/94_Ex_II_2.pdf,2019-11-13 10:13:08
4251,93,2019-02-28,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT-Place and dates for conducting Jallikattu under clause (dd) of section 2 of the Prevention of CruelTY to Animals ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/93_Ex_II_2.pdf,True,https://web.archive.org/web/20190728193534/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/93_Ex_II_2.pdf,2019-07-28 19:35:34
4252,92,2019-02-28,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,HOME DEPARTMENT-(Transport)-III-Sixth Supplemental Reciprocal Agreement between the Governments of Tamil Nadu and Kerala in respect of Inter-State Transport under the motor vehicles Act.,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/92_Ex_II_2.pdf,True,https://web.archive.org/web/20191113101058/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/92_Ex_II_2.pdf,2019-11-13 10:10:58
4253,91,2019-02-28,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"FINANCE DEPARTMENT-MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION- Secretariat, February 28, 2019.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/91_Ex_II_1.pdf,True,https://web.archive.org/web/20191113101053/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/91_Ex_II_1.pdf,2019-11-13 10:10:53
4254,90,2019-02-27,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,SCHOOL EDUCATION DEPARTMENT-SYLLABUS FOR COMPETITIVE EXAMINATION FOR RECRUITMENT OF COMPUTER INSTRUCTORS GRADE - I,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/90_Ex_II_2.pdf,True,https://web.archive.org/web/20190728135230/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/90_Ex_II_2.pdf,2019-07-28 13:52:30
4255,89,2019-02-27,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT-Places and dates for conducting Jallikattu / Erudhu Vidum Vizha for certain districts under the Prevention of CruelTY to Animals ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/89_Ex_II_2.pdf,True,https://web.archive.org/web/20191113101035/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/89_Ex_II_2.pdf,2019-11-13 10:10:35
4256,88,2019-02-27,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,PUBLIC DEPARTMENT (SC)-DECLARATION OF BAN ON STUDENTS ISLAMIC MOVEMENT OF INDIAN (SIMI) AS AN UNLAWFUL ASSOCIATION UNDER UNLAWFUL ACTIVITIES (PREVENTION) ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/88_Ex_II_1.pdf,True,https://web.archive.org/web/20190728135220/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/88_Ex_II_1.pdf,2019-07-28 13:52:20
4257,87,2019-02-27,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"PUBLIC DEPARTMENt- (Military)-NOTIFICATION UNDER MANOEUVRES, FIELD FIRING AND ARTILLERY PRACTICE ACT.-DEFINING OF CERTAIN AREA IN TIRUVALLUR DISTRICT AND AUTHORISATION OF CARRYING OUT PERIODICAL FIELD FIRING AND ARTILLERY PRACTICE UNDER THE ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/87_Ex_II_1.pdf,True,https://web.archive.org/web/20191113100723/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/87_Ex_II_1.pdf,2019-11-13 10:07:23
4258,86,2019-02-26,Part IV-Section 2,amil Nadu Acts and Ordinances,"Acts:-No. 14 of 2019-The Tamil Nadu Private University Act, 2019-No. 15 of 2019-The Tamil Nadu Agricultural Produce Marketing (Regulation) Second Amendment Act, 2019-No. 16 of 2019-The Tamil Nadu Appropriation (No. 2) Act, 2019",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/86_Ex_IV_2.pdf,True,https://web.archive.org/web/20190728135219/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/86_Ex_IV_2.pdf,2019-07-28 13:52:19
4259,85,2019-02-26,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,LEGISLATIVE ASSEMBLY SECRETARIA-T PROROGATION OF THE TAMIL NADU LEGISLATIVE ASSEMBLY,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/85_Ex_II_1.pdf,True,https://web.archive.org/web/20190829160100/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/85_Ex_II_1.pdf,2019-08-29 16:01:00
4260,84,2019-02-26,Part V-Section 4,Notifications by the Election Commission of India,NOTIFICATIONS BY THE ELECTION COMMISSION OF INDIA,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/84_Ex_V_4.pdf,True,https://web.archive.org/web/20190728135201/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/84_Ex_V_4.pdf,2019-07-28 13:52:01
4261,83,2019-02-25,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT-ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/83_Ex_II_2.pdf,True,https://web.archive.org/web/20190728135156/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/83_Ex_II_2.pdf,2019-07-28 13:51:56
4262,82,2019-02-25,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,PUBLIC DEPARTMENT-(Law and Order-F)-Appointment of Commission of Inquiry to inquire into the demise of the late Hon’ble Chief Minister of Tamil Nadu Selvi J Jayalalithaa on 5th December 2016 TO Extension of the period,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/82_Ex_III_1a.pdf,True,https://web.archive.org/web/20190728135151/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/82_Ex_III_1a.pdf,2019-07-28 13:51:51
4263,81,2019-02-22,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HIGHER EDUCATION DEPARTMENT - APPOINTMENT OF CERTAIN OFFICIAL AS VICE-CHANCELLOR OF MANONMANIAM SUNDARANAR UNIVERSITY, TIRUNELVELI FOR CERTAIN PERIOD UNDER THE MANONMANIAM SUNDARANAR UNIVERSITY ACT",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/81_Ex_II_2.pdf,True,https://web.archive.org/web/20190313094202/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/81_Ex_II_2.pdf,2019-03-13 09:42:02
4264,80,2019-02-22,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/80_Ex_II_1.pdf,True,https://web.archive.org/web/20190313094221/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/80_Ex_II_1.pdf,2019-03-13 09:42:21
4265,79,2019-02-22,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","HOUSING AND URBAN DEVELOPMENT DEPARTMENT - THE TAMIL NADU REGULATION OF RIGHTS AND RESPONSIBILITIES OF LANDLORDS AND TENANTS RULES, 2019",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/79_Ex_III_1a.pdf,True,https://web.archive.org/web/20190313094231/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/79_Ex_III_1a.pdf,2019-03-13 09:42:31
4266,78,2019-02-22,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HOUSING AND URBAN DEVELOPMENT DEPARTMENT - DATE OF COMING INTO FORCE OF THE TAMIL NADU REGULATION OF RIGHTS AND RESPONSIBILITIES OF LANDLORDS AND TENANTS ACT, 2017 (TAMIL NADU ACT 42 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/78_Ex_II_2.pdf,True,https://web.archive.org/web/20190313094252/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/78_Ex_II_2.pdf,2019-03-13 09:42:52
4267,77,2019-02-22,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - AMENDMENTS TO THE TAMIL NADU TOWN PANCHAYATS, THIRD GRADE MUNICIPALITIES, MUNICIPALITIES AND CORPORATIONS (ELECTIONS) RULES, 2006",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/77_Ex_III_1a.pdf,True,https://web.archive.org/web/20190313094303/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/77_Ex_III_1a.pdf,2019-03-13 09:43:03
4268,76,2019-02-22,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - DATE OF COMING INTO FORCE OF THE TAMIL NADU MUNICIPAL LAWS (THIRD AMENDMENT) ACT, 2018.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/76_Ex_II_2.pdf,True,https://web.archive.org/web/20190313094328/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/76_Ex_II_2.pdf,2019-03-13 09:43:28
4269,75,2019-02-21,Part IV-Section 2,Tamil Nadu Acts and Ordinances,Acts - No. 10 of 2019 to 13 of 2019,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/75_Ex_IV_2.pdf,True,https://web.archive.org/web/20190313094337/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/75_Ex_IV_2.pdf,2019-03-13 09:43:37
4270,74,2019-02-21,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - NOTIFICATION UNDER THE PROHIBITION OF EMPLOYMENT AS MANUAL SCAVENGERS AND THEIR REHABILITATION ACT, 2013",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/74_Ex_II_2.pdf,True,https://web.archive.org/web/20190313094350/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/74_Ex_II_2.pdf,2019-03-13 09:43:50
4271,73,2019-02-20,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,PUBLIC DEPARTMENT - Law and Order-F - EXTENSION OF THE PERIOD OF THE COMMISSION OF INQUIRY BY SIX MONTHS FROM 23RD FEBRUARY 2019 INTO CAUSES AND CIRCUMSTANCES LEADING TO THE OPENING OF FIRE RESULTING IN DEATH AND INJURIES TO PERSONS,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/73_Ex_II_2.pdf,True,https://web.archive.org/web/20190313094355/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/73_Ex_II_2.pdf,2019-03-13 09:43:55
4272,72,2019-02-20,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU / ERUDHU VIDUM VIZHA FOR CERTAIN DISTRICTS UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/72_Ex_II_2.pdf,True,https://web.archive.org/web/20190313094404/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/72_Ex_II_2.pdf,2019-03-13 09:44:04
4273,71,2019-02-20,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HIGHER EDUCATION DEPARTMENT - CONSTITUTION OF SEARCH COMMITTEE TO RECOMMEND A PANEL OF THREE PERSONS TO THE CHANCELLOR FOR SELECTION OF VICE-CHANCELLOR TO MOTHER TERESA WOMEN'S UNIVERSITY, KODAIKANAL, DINDIGUL DISTRICT",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/71_Ex_II_2.pdf,True,https://web.archive.org/web/20190313094414/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/71_Ex_II_2.pdf,2019-03-13 09:44:14
4274,70,2019-02-19,Part V-Section 4,Notifi cations by the Election Commission of India,NOTIFICATIONS BY THE ELECTION COMMISSION OF INDIA - NOTIFICATION OF ELECTION COMMISSION OF INDIA REGARDING APPOINTMENT OF RETURNING OFFICERS FOR THE PARLIAMENTARY ONSTITUENCIES IN THE STATE OF TAMIL NADU,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/70_Ex_V_4.pdf,True,https://web.archive.org/web/20190313083407/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/70_Ex_V_4.pdf,2019-03-13 08:34:07
4275,69,2019-02-19,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,LEGISLATIVE ASSEMBLY SECRETARIAT - VACANCY OF SEAT IN TAMIL NADU LEGISLATIVE ASSEMBLY DUE TO DISQUALIFICATION UNDER ARTICLE 191(1)(e) OF THE CONSTITUTION OF INDIA READ WITH SECTION 8(3) OF THE REPRESENTATION OF PEOPLE ACT 1951,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/69_Ex_II_1.pdf,True,https://web.archive.org/web/20190313083414/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/69_Ex_II_1.pdf,2019-03-13 08:34:14
4276,68,2019-02-18,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACE AND DATES FOR CONDUCTING JALLIKATTU / ERUDHU VIDUM VIZHA UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/68_Ex_II_2.pdf,True,https://web.archive.org/web/20190313083418/http://www.stationeryprinting.tn.gov.in/extraordinary/2019/68_Ex_II_2.pdf,2019-03-13 08:34:18
4277,67,2019-02-15,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACE AND DATES FOR CONDUCTING JALLIKATTU / VADAMADU UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/67_Ex_II_2.pdf,True,https://web.archive.org/web/20191113100256/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/67_Ex_II_2.pdf,2019-11-13 10:02:56
4278,66,2019-02-15,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HIGHER EDUCATION DEPARTMENT - APPOINTMENT AS VICE-CHANCELLOR OF MADURAI KAMARAJ UNIVERSITY, MADURAI UNDER THE MADURAI KAMARAJ UNIVERSITY ACT",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/66_Ex_II_2.pdf,True,https://web.archive.org/web/20191113100252/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/66_Ex_II_2.pdf,2019-11-13 10:02:52
4279,65,2019-02-14,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU / ERUDHU VIDUM VIZHA / MANJUVIRATTU / VADAMADU UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/65_Ex_II_2.pdf,True,https://web.archive.org/web/20190829160040/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/65_Ex_II_2.pdf,2019-08-29 16:00:40
4280,64,2019-02-14,Part IV-Section 1,Tamil Nadu Bills,BILLS - L.A. Bill No. 19 of 2019 to L.A. Bill No. 21 of 2019 (Tamil),http://www.stationeryprinting.tn.gov.in/extraordinary/2019/64A_Ex_IV_1_T.pdf,True,https://web.archive.org/web/20191113095937/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/64A_Ex_IV_1_T.pdf,2019-11-13 09:59:37
4281,64,2019-02-14,Part IV-Section 1,Tamil Nadu Bills,BILLS - L.A. Bill No. 19 of 2019 to L.A. Bill No. 21 of 2019 (English),http://www.stationeryprinting.tn.gov.in/extraordinary/2019/64_Ex_IV_1_E.pdf,True,https://web.archive.org/web/20191113095940/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/64_Ex_IV_1_E.pdf,2019-11-13 09:59:40
4282,63,2019-02-14,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/63_Ex_II_1.pdf,True,https://web.archive.org/web/20190829160035/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/63_Ex_II_1.pdf,2019-08-29 16:00:35
4283,62,2019-02-13,Part IV-Section 1,Tamil Nadu Bills,BILLS - L.A. Bill No. 13 of 2019 to L.A. Bill No. 18 of 2019 (English),http://www.stationeryprinting.tn.gov.in/extraordinary/2019/62_Ex_IV_1_E.pdf,True,https://web.archive.org/web/20190728135103/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/62_Ex_IV_1_E.pdf,2019-07-28 13:51:03
4284,62,2019-02-13,Part IV-Section 1,Tamil Nadu Bills,BILLS - L.A. Bill No. 13 of 2019 to L.A. Bill No. 18 of 2019 (Tamil),http://www.stationeryprinting.tn.gov.in/extraordinary/2019/62A_Ex_IV_1_T.pdf,True,https://web.archive.org/web/20190728135057/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/62A_Ex_IV_1_T.pdf,2019-07-28 13:50:57
