,Part,Content,URL,Date,Issue,Deleted,Archived URL,Archived Date
1991,2. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. CO-OPERATION, FOOD AND CONSUMER PROTECTION DEPARTMENT - Consumer Protection Act ENERGY DEPARTMENT - Electricity Act ENVIRONMENT AND FOREST DEPARTMENT - Tamil Nadu Forest Act HEALTH AND FAMILY WELFARE DEPARTMENT - Tamil Nadu Anatomy Act LABOUR AND EMPLOYMENT DEPARTMENT - Disputes between Workmen and Managements referred to - Industrial Tribunal for Adjudication - Labour Court for Adjudication LAW DEPARTMENT - Transfer of Property Act",http://www.stationeryprinting.tn.gov.in/gazette/2012/12-II-2.pdf,2012-03-28,12,False,https://web.archive.org/web/20230404150617/http://www.stationeryprinting.tn.gov.in/gazette/2012/12-II-2.pdf,2023-04-04 15:06:17
1992,3. Part III—Section 1(b),"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. PERSONNEL AND ADMINISTRATIVE REFORMS DEPARTMENT - Amendment to the Special Rules for the Tamil Nadu Basic Service - Amendments to the Tamil Nadu Civil Services (Discipline and Appeal) Rules",http://www.stationeryprinting.tn.gov.in/gazette/2012/12-III-1b.pdf,2012-03-28,12,False,https://web.archive.org/web/20230404150618/http://www.stationeryprinting.tn.gov.in/gazette/2012/12-III-1b.pdf,2023-04-04 15:06:18
1993,4. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Tamil Nadu Co-operative Societies Act - Tamil Nadu Multistoried and Public Building Rules JUDICIAL NOTIFICATIONS - Code of Criminal Procedure—Conferment of Powers",http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-1.pdf,2012-03-28,12,False,https://web.archive.org/web/20230404150618/http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-1.pdf,2023-04-04 15:06:18
1994,5. Part VI—Section 1-T-Sup.,Notifications By Heads of Departments Tamill Nadu Societies Registration Act 1975,http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-1-T-Sup.pdf,2012-03-28,12,False,https://web.archive.org/web/20230404150623/http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-1-T-Sup.pdf,2023-04-04 15:06:23
1995,6. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-2.pdf,2012-03-28,12,False,https://web.archive.org/web/20230404150627/http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-2.pdf,2023-04-04 15:06:27
1996,7. Part VI—Section 3(a),Notifications issued by cost recoverable institutions of State and Central Governments. JUDICIAL NOTIFICATIONS - Ordinary Original Civil Jurisdiction—Advertisement of Petition - Company Jurisdiction—Advertisement of Petition,http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-3(a).pdf,2012-03-28,12,False,https://web.archive.org/web/20230404150616/http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-3%28a%29.pdf,2023-04-04 15:06:16
1997,8. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names,http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-4.pdf,2012-03-28,12,False,https://web.archive.org/web/20230404150618/http://www.stationeryprinting.tn.gov.in/gazette/2012/12-VI-4.pdf,2023-04-04 15:06:18
2006,9. Part VI—Section 3(b),"Notifications issued by Quasi-Government bodies and Public Sector Undertakings. TAMIL NADU VETERINARY AND ANIMAL SCIENCES UNIVERSITY, CHENNAI - Nomination of a Member of the Board of Management of Tamil Nadu Veterinary and Animal Sciences University UNIVERSITY AUTHORITIES - BHARATHIDASAN UNIVERSITY, TIRUCHIRAPPALLI Bharathidasan University Act—Election to the Senate",http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-3(b).pdf,2012-03-21,11,False,https://web.archive.org/web/20230404150832/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-3%28b%29.pdf,2023-04-04 15:08:32
2007,10. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-4.pdf,2012-03-21,11,False,https://web.archive.org/web/20230404150833/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-4.pdf,2023-04-04 15:08:33
2003,6. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, etc. GENERAL NOTIFICATIONS - Missing Certificate - Jurisdiction of the Assistant Commissioners of Urban Land Tax in certain Areas Tamil Nadu Town and Country Planning Act - Variation to the Approved Detailed Development Plan No. 4 of Cumbum Local Planning Area and Hosur New Town Development Area",http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-1.pdf,2012-03-21,11,False,https://web.archive.org/web/20230404150832/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-1.pdf,2023-04-04 15:08:32
2005,8. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates TAMIL NADU ELECTRICITY REGULATORY COMMISSION, CHENNAI - Tamil Nadu Electricity Supply (Amendment) Code, 2012 - Tamil Nadu Electricity Distribution (Amendment) Code 2012",http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-2.pdf,2012-03-21,11,False,https://web.archive.org/web/20230404150834/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-2.pdf,2023-04-04 15:08:34
2004,7. Part VI—Section 1[T]-sup.,"Notifications of Heads of Departments, etc., Notification by District Registrar -Tamill Nadu Societies Registration Act 1975",http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-1-1t.pdf,2012-03-21,11,False,https://web.archive.org/web/20230404150833/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-VI-1-1t.pdf,2023-04-04 15:08:33
2001,4. Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Draft Amendments to the Tamil Nadu Control of Industrial Major Accident - Hazards Rules, 1994 on par with the Manufacture, Storage and Import of Hazardous Chemical (Amendment) Rules, 2000",http://www.stationeryprinting.tn.gov.in/gazette/2012/11-III-1(a).pdf,2012-03-21,11,False,https://web.archive.org/web/20230404151314/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-III-1%28a%29.pdf,2023-04-04 15:13:14
2002,5. Part IV—Section 2 (T)-sup.,Tamil Nadu Acts and Ordinances Tamil Nadu Act 3 of 2012,http://www.stationeryprinting.tn.gov.in/gazette/2012/11-IV-2[T]-Sup.pdf,2012-03-21,11,False,https://web.archive.org/web/20230404151008/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-IV-2%5BT%5D-Sup.pdf,2023-04-04 15:10:08
1998,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. HOME DEPARTMENT - Resignation I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2012/11-PI.pdf,2012-03-21,11,False,https://web.archive.org/web/20230404150820/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-PI.pdf,2023-04-04 15:08:20
1999,2. Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. AGRICULTURAL DEPARTMENT - Notification Regarding Transfer of Kankeyam seed Inspector,http://www.stationeryprinting.tn.gov.in/gazette/2012/11-II-1.pdf,2012-03-21,11,False,https://web.archive.org/web/20230404150712/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-II-1.pdf,2023-04-04 15:07:12
2000,3. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. CO-OPERATION, FOOD AND CONSUMER - PROTECTION DEPARTMENT. Consumer Protection Act ENVIRONMENT AND FOREST DEPARTMENT - Tamil Nadu Forest Act HEALTH AND FAMILY WELFARE DEPARTMENT - Tamil Nadu Anatomy Act HIGHER EDUCATION DEPARTMENT - Alagappa University Act: HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act: LABOUR AND EMPLOYMENT DEPARTMENT - Disputes between Workmen and Managements referred to Industrial Tribunal for adjudication",http://www.stationeryprinting.tn.gov.in/gazette/2012/11-II-2.pdf,2012-03-21,11,False,https://web.archive.org/web/20230404150714/http://www.stationeryprinting.tn.gov.in/gazette/2012/11-II-2.pdf,2023-04-04 15:07:14
2008,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications By Government- School Education Department - Syllabus and Model Question Papers for Teacher Eligibility Test I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2012/10-Part-1.pdf,2012-03-14,10,False,https://web.archive.org/web/20230404150832/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-Part-1.pdf,2023-04-04 15:08:32
2009,2. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HIGHER EDUCATION DEPARTMENT - Manonmaniam Sundaranar University Act:— HOME DEPARTMENT - Tamil Nadu Protection of Interests of Depositors (in Financial Establishments) Act.. HOME PROHIBITION AND EXCISE DEPARTMENT - Tamil Nadu Prohibition Act—Amendments, LAW DEPARTMENT - Transfer of Property Act: LABOUR AND EMPLOYMENT DEPARTMENT - Employees Provident Funds and Miscellaneous Provisions Act, Industrial Disputes Act",http://www.stationeryprinting.tn.gov.in/gazette/2012/10-II-2.pdf,2012-03-14,10,False,https://web.archive.org/web/20230404150830/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-II-2.pdf,2023-04-04 15:08:30
2010,3. Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Draft Amendments to the Tamil Nadu Motor Transport Worker's Rules, 1965, Draft Amendments to the Tamil Nadu Factories Rules, 1950-Erratum",http://www.stationeryprinting.tn.gov.in/gazette/2012/10-III-1(a).pdf,2012-03-14,10,False,https://web.archive.org/web/20230404150832/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-III-1%28a%29.pdf,2023-04-04 15:08:32
2011,4. Part III—Section 1(b),"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Commercial Taxes Subordinate Services",http://www.stationeryprinting.tn.gov.in/gazette/2012/10-III-1(b).pdf,2012-03-14,10,False,https://web.archive.org/web/20230404150915/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-III-1%28b%29.pdf,2023-04-04 15:09:15
2012,5. Part IV—Section 4,CENTRAL ACTS AND ORDINANCES Acts No. 31 of 2010 to 47 of 2010,http://www.stationeryprinting.tn.gov.in/gazette/2012/10-IV-4.pdf,2012-03-14,10,False,https://web.archive.org/web/20230404151245/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-IV-4.pdf,2023-04-04 15:12:45
2013,6. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. TAMIL NADU MEDICAL COUNCIL, CHENNAI - Election of Seven Members to the Tamil Nadu Medical Council, List of Valid Nominations GENERAL NOTIFICATIONS - Tamil Nadu Town and Country Planning Act",http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-1.pdf,2012-03-14,10,False,https://web.archive.org/web/20230404151332/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-1.pdf,2023-04-04 15:13:32
2014,7. Part VI—Section 1 (Tamil Sup.),"Notifications of Heads of Departments, etc. Cancellation of Co-operative Societies",http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-1(T).pdf,2012-03-14,10,False,https://web.archive.org/web/20230404150920/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-1%28T%29.pdf,2023-04-04 15:09:20
2015,8. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-2.pdf,2012-03-14,10,False,https://web.archive.org/web/20230404150912/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-2.pdf,2023-04-04 15:09:12
2016,9. Part VI—Section 3(a),Notifications issued by cost recoverable institutions of State and Central Governments. JUDICIAL NOTIFICATIONS - Company Jurisdiction / Advertisement of Petition - Insolvency Petitions,http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-3(a).pdf,2012-03-14,10,False,https://web.archive.org/web/20230404150913/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-3%28a%29.pdf,2023-04-04 15:09:13
2017,10. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-4.pdf,2012-03-14,10,False,https://web.archive.org/web/20230404151027/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-VI-4.pdf,2023-04-04 15:10:27
2018,1. Part II-2(a)Sup.,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications By Government- School Education Department - Syllabus and Model Question Papers for Teacher Eligibility Test I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.,http://www.stationeryprinting.tn.gov.in/gazette/2012/10-II-2(a)sup.pdf,2012-03-14,10,False,https://web.archive.org/web/20230404151024/http://www.stationeryprinting.tn.gov.in/gazette/2012/10-II-2%28a%29sup.pdf,2023-04-04 15:10:24
2022,4. Part IV—Section 4,CENTRAL ACTS AND ORDINANCES Acts - No. 24 of 2010 to No. 30 of 2010,http://www.stationeryprinting.tn.gov.in/gazette/2012/9-IV-4.pdf,2012-03-07,9,False,https://web.archive.org/web/20230404150918/http://www.stationeryprinting.tn.gov.in/gazette/2012/9-IV-4.pdf,2023-04-04 15:09:18
2025,7. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2012/9-VI-2.pdf,2012-03-07,9,False,https://web.archive.org/web/20230404151024/http://www.stationeryprinting.tn.gov.in/gazette/2012/9-VI-2.pdf,2023-04-04 15:10:24
2024,6. Part VI—Section 1(T-Sup.),"Notifications by Heads of the Departments Tamil Nadu Societies Act, 1975",http://www.stationeryprinting.tn.gov.in/gazette/2012/9-VI-1-(T-Sup.).pdf,2012-03-07,9,False,https://web.archive.org/web/20230404151027/http://www.stationeryprinting.tn.gov.in/gazette/2012/9-VI-1-%28T-Sup.%29.pdf,2023-04-04 15:10:27
2023,5. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Tamil Nadu Town and Country Planning Act. TAMIL NADU MEDICAL COUNCIL, CHENNAI - Elections to the Tamil Nadu Medical Council, Chennai during the year 2012",http://www.stationeryprinting.tn.gov.in/gazette/2012/9-VI-1.pdf,2012-03-07,9,False,https://web.archive.org/web/20230404151027/http://www.stationeryprinting.tn.gov.in/gazette/2012/9-VI-1.pdf,2023-04-04 15:10:27
2026,8. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2012/9-VI-4.pdf,2012-03-07,9,False,https://web.archive.org/web/20230404151030/http://www.stationeryprinting.tn.gov.in/gazette/2012/9-VI-4.pdf,2023-04-04 15:10:30
2021,3. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HANDLOOMS, HANDICRAFTS, TEXTILES AND KHADI DEPARTMENT - Appointment of certain persons as Government Members on the Council of Management of the Victoria Technical Institute, Chennai for Certain Period",http://www.stationeryprinting.tn.gov.in/gazette/2012/9-II-2.pdf,2012-03-07,9,False,https://web.archive.org/web/20230404151009/http://www.stationeryprinting.tn.gov.in/gazette/2012/9-II-2.pdf,2023-04-04 15:10:09
2020,2. Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. INDIAN RAILWAYS - Energisation of Newly erected Overhead Equipments on (i) newly laid BG UP main line between Ottivakkam (Incl.) and Chengalpattu (incl.) station in MSB-VM section & (ii) newly laid 3rd line and siding line INDIAN RAILWAYS - Energisation of Overhead Equipments on the newly laid BG UP line between (i) Vikravandi and Perani and (ii) Madurantakam and Melmaruvathur stations at 25 kV ac Single phase Electric Traction,http://www.stationeryprinting.tn.gov.in/gazette/2012/9-II-1.pdf,2012-03-07,9,False,https://web.archive.org/web/20230404151022/http://www.stationeryprinting.tn.gov.in/gazette/2012/9-II-1.pdf,2023-04-04 15:10:22
2019,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK. PUBLIC DEPARTMENT - (Special-A) - Deputation",http://www.stationeryprinting.tn.gov.in/gazette/2012/9-Part-1.pdf,2012-03-07,9,False,https://web.archive.org/web/20230404151022/http://www.stationeryprinting.tn.gov.in/gazette/2012/9-Part-1.pdf,2023-04-04 15:10:22
2031,5. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, etc. GENERAL NOTIFICATIONS - Tamil Nadu Cinemas (Regulation) Act - Grant of No Objection Certificate Tamil Nadu Town and Country Planning Act— JUDICIAL NOTIFICATION - Proposal for Appointment of Notary for the area comprised in Thoothukkudi District",http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-1.pdf,2012-02-29,8,False,https://web.archive.org/web/20230404151111/http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-1.pdf,2023-04-04 15:11:11
2035,9. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-4.pdf,2012-02-29,8,False,https://web.archive.org/web/20230404125229/http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-4.pdf,2023-04-04 12:52:29
2034,8. Part VI—Section 3(b),Notifications issued by Quasi-Government bodies and Public Sector Undertakings. UNIVERSITY AUTHORITIES - UNIVERSITY OF MADRAS - Election of Six Members to the Syndicate and Five Members to the Academic Council from among the Members of the Senate,http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-3(b).pdf,2012-02-29,8,False,https://web.archive.org/web/20230404153002/http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-3%28b%29.pdf,2023-04-04 15:30:02
2033,7. Part VI—Section 3(a),Notifications issued by cost recoverable institutions of State and Central Governments. JUDICIAL NOTIFICATIONS - Insolvency Petitions,http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-3(a).pdf,2012-02-29,8,False,https://web.archive.org/web/20230404151112/http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-3%28a%29.pdf,2023-04-04 15:11:12
2032,6. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-2.pdf,2012-02-29,8,False,https://web.archive.org/web/20230404152229/http://www.stationeryprinting.tn.gov.in/gazette/2012/8-VI-2.pdf,2023-04-04 15:22:29
2030,4. Part IV—Section 4,CENTRAL ACTS AND ORDINANCES Act 19 to 23 of 2010,http://www.stationeryprinting.tn.gov.in/gazette/2012/8-IV-4.pdf,2012-02-29,8,False,https://web.archive.org/web/20230404153001/http://www.stationeryprinting.tn.gov.in/gazette/2012/8-IV-4.pdf,2023-04-04 15:30:01
2029,3. Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Draft Amendments to Tamil Nadu Factories Rules, 1950",http://www.stationeryprinting.tn.gov.in/gazette/2012/8-III-1(a).pdf,2012-02-29,8,False,https://web.archive.org/web/20170809180530/http://www.stationeryprinting.tn.gov.in:80/gazette/2012/8-III-1(a).pdf,2017-08-09 18:05:30
2028,2. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HIGHER EDUCATION DEPARTMENT - Bharathiar University Act— HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands— HOME DEPARTMENT - Tamil Nadu Protection of Interests of Depositors (in Financial Establishment) Act: LABOUR AND EMPLOYMENT DEPARTMENT - Factories (Tamil Nadu Amendment) Act, 2007 Minimum Wages Act: LAW DEPARTMENT - Tamil Nadu Dr. Ambedkar Law University Act:",http://www.stationeryprinting.tn.gov.in/gazette/2012/8-II-2.pdf,2012-02-29,8,False,https://web.archive.org/web/20230404152230/http://www.stationeryprinting.tn.gov.in/gazette/2012/8-II-2.pdf,2023-04-04 15:22:30
2027,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK. PUBLIC DEPARTMENT (Special - A) - Appointment",http://www.stationeryprinting.tn.gov.in/gazette/2012/8-PI.pdf,2012-02-29,8,False,https://web.archive.org/web/20230404151328/http://www.stationeryprinting.tn.gov.in/gazette/2012/8-PI.pdf,2023-04-04 15:13:28
2036,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK. PUBLIC DEPARTMENT (Special - A) - Appointment",http://www.stationeryprinting.tn.gov.in/gazette/2012/7-P-I.pdf,2012-02-22,7,True,,
2037,2. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. ENERGY DEPARTMENT - Tamil Nadu Land Acquisition Act - Acquisition of Lands for Industrial Act—Errata to Notification - Amendment to Schedule ENVIRONMENT AND FORESTS DEPARTMENT - Tamil Nadu Forest Act: HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act: INDUSTRIES DEPARTMENT - Re-Grant of Mineral Concession—Notification,http://www.stationeryprinting.tn.gov.in/gazette/2012/7-II-2.pdf,2012-02-22,7,True,,
2038,3. Part IV—Section 2 (Tamil Sup.),Tamil Nadu Assembly Act Act 1 and 2 of 2012,http://www.stationeryprinting.tn.gov.in/gazette/2012/7-IV-2[T]-Sup.pdf,2012-02-22,7,True,,
2039,4. Part IV—Section 4,CENTRAL ACTS AND ORDINANCES Act 13 to 18 of 2012,http://www.stationeryprinting.tn.gov.in/gazette/2012/7-IV-4.pdf,2012-02-22,7,True,,
2040,5. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, etc. GENERAL NOTIFICATIONS - Tamil Nadu General Sales Tax Act/Central Sales Tax Act : Tamil Nadu Co-operative Society Act Tamil Nadu Town and Country Planning Act JUDICIAL NOTIFICATIONS - Code of Criminal Procedure—Conferment of Powers OFFICIAL ADVERTISEMENTS - Tender cum Auction Sale Notification For Sale of the Stocks of Sandalwood",http://www.stationeryprinting.tn.gov.in/gazette/2012/7-VI-1.pdf,2012-02-22,7,True,,
2041,6. Part VI—Section 1 (Tamil Sup.),"Notifications of Heads of Departments, etc. Cancellation of Co-operative Societies",http://www.stationeryprinting.tn.gov.in/gazette/2012/7-VI-1-1t.pdf,2012-02-22,7,True,,
2042,7. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2012/7-VI-2.pdf,2012-02-22,7,True,,
2043,8. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names -Notices,http://www.stationeryprinting.tn.gov.in/gazette/2012/7-VI-4.pdf,2012-02-22,7,True,https://web.archive.org/web/20151123080536/http://www.stationeryprinting.tn.gov.in:80/gazette/2012/7-VI-4.pdf,2015-11-23 08:05:36
2047,4. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Tamil Nadu Town and Country Planning Act",http://www.stationeryprinting.tn.gov.in/gazette/2012/6-VI-1.pdf,2012-02-15,6,False,https://web.archive.org/web/20230404151245/http://www.stationeryprinting.tn.gov.in/gazette/2012/6-VI-1.pdf,2023-04-04 15:12:45
2050,7. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names,http://www.stationeryprinting.tn.gov.in/gazette/2012/6-VI-4.pdf,2012-02-15,6,False,https://web.archive.org/web/20230404151302/http://www.stationeryprinting.tn.gov.in/gazette/2012/6-VI-4.pdf,2023-04-04 15:13:02
2048,5. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2012/6-VI-2.pdf,2012-02-15,6,False,https://web.archive.org/web/20230404152231/http://www.stationeryprinting.tn.gov.in/gazette/2012/6-VI-2.pdf,2023-04-04 15:22:31
2049,6. Part VI—Section 3(b),"Notifications issued by Quasi-Government bodies and Public Sector Undertakings. UNIVERSITY AUTHORITIES - THE TAMIL NADU DR. M.G.R. MEDICAL UNIVERSITY, CHENNAI.",http://www.stationeryprinting.tn.gov.in/gazette/2012/6-VI-3(b).pdf,2012-02-15,6,False,https://web.archive.org/web/20230404152231/http://www.stationeryprinting.tn.gov.in/gazette/2012/6-VI-3%28b%29.pdf,2023-04-04 15:22:31
2046,3. Part IV—Section 4,CENTRAL ACTS AND ORDINANCES CENTRAL ACTS AND ORDINANCE Acts Nos. 1 of 2010 to 12 of 2010,http://www.stationeryprinting.tn.gov.in/gazette/2012/6-IV-4.pdf,2012-02-15,6,False,https://web.archive.org/web/20230404151326/http://www.stationeryprinting.tn.gov.in/gazette/2012/6-IV-4.pdf,2023-04-04 15:13:26
2045,2. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Tamil Nadu Value Added Tax Act - Indian Stamp Act ENVIRONMENT AND FORESTS DEPARTMENT - Water (Prevention and control of Pollution) Act HIGHER EDUCATION DEPARTMENT - Tamil Nadu Private Colleges Regularisation Act HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act PUBLIC DEPARTMENT (Law and Order) - Notification Regarding ""Kottai Ameer Religious Integrity Award"" on Republic Day, 2012.",http://www.stationeryprinting.tn.gov.in/gazette/2012/6-II-2.pdf,2012-02-15,6,False,https://web.archive.org/web/20230404151304/http://www.stationeryprinting.tn.gov.in/gazette/2012/6-II-2.pdf,2023-04-04 15:13:04
